date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:05:23	71132/71132	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2013:41:15%20GMT	https://getpropert.com/wp-content/uploads/elementor/css/global.css?ver=1667828475	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/elementor/css/global38f1.css	(from https://getpropert.com/)
16:05:23	80434/80434	---M--	200	added ('OK')	text/css	date:Mon,%2020%20Mar%202023%2023:29:29%20GMT	https://getpropert.com/wp-content/uploads/elementor/css/post-2330.css?ver=1679354969	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/elementor/css/post-23302bce.css	(from https://getpropert.com/)
16:05:23	14314/14314	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Mar%202023%2016:42:14%20GMT	https://getpropert.com/wp-content/uploads/elementor/css/post-40.css?ver=1678380134	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/elementor/css/post-4081e5.css	(from https://getpropert.com/)
16:05:23	16820/16820	---M--	200	added ('OK')	text/css	date:Wed,%2021%20Dec%202022%2019:12:49%20GMT	https://getpropert.com/wp-content/uploads/elementor/css/post-47.css?ver=1671649969	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/elementor/css/post-4766a7.css	(from https://getpropert.com/)
16:05:24	670/670	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2013:41:16%20GMT	https://getpropert.com/wp-content/uploads/elementor/css/post-1447.css?ver=1667828476	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/elementor/css/post-14475a54.css	(from https://getpropert.com/)
16:05:24	57912/57912	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Apr%202023%2022:12:49%20GMT	https://getpropert.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://getpropert.com/)
16:05:25	669/669	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Apr%202023%2022:12:49%20GMT	https://getpropert.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://getpropert.com/)
16:05:25	675/675	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Apr%202023%2022:12:49%20GMT	https://getpropert.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://getpropert.com/)
16:05:26	89815/89815	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Mar%202023%2022:12:52%20GMT	https://getpropert.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.3	C:/My%20Web%20Sites/prod/getpropert.com/wp-includes/js/jquery/jquery.mina767.js	(from https://getpropert.com/)
16:05:26	13424/13424	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Mar%202023%2022:12:52%20GMT	https://getpropert.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/My%20Web%20Sites/prod/getpropert.com/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://getpropert.com/)
16:05:26	973/973	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Mar%202023%2017:38:13%20GMT	https://getpropert.com/wp-content/plugins/Plugin/cryptoprice.js?ver=6.2	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/Plugin/cryptopriceae48.js	(from https://getpropert.com/)
16:05:26	11898/11898	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Apr%202023%2022:20:59%20GMT	https://getpropert.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js?ver=8.14.1	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min9220.js	(from https://getpropert.com/)
16:05:27	1407/1407	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20Feb%202023%2013:05:59%20GMT	https://getpropert.com/wp-content/plugins/crypto/public/js/crypto_connect_ajax_process.js?ver=2.2	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/crypto/public/js/crypto_connect_ajax_processdc8c.js	(from https://getpropert.com/)
16:05:27	3445/3445	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20Feb%202023%2013:05:59%20GMT	https://getpropert.com/wp-content/plugins/crypto/public/js/metamask/crypto_connect_login_metamask.js?ver=6.2	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/crypto/public/js/metamask/crypto_connect_login_metamaskae48.js	(from https://getpropert.com/)
16:05:28	5881/5881	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20Feb%202023%2013:05:59%20GMT	https://getpropert.com/wp-content/plugins/crypto/public/js/metamask/library.js?ver=6.2	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/crypto/public/js/metamask/libraryae48.js	(from https://getpropert.com/)
16:05:29	1750/1750	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20Feb%202023%2013:05:59%20GMT	https://getpropert.com/wp-content/plugins/crypto/public/js/crypto-public.js?ver=2.2	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/crypto/public/js/crypto-publicdc8c.js	(from https://getpropert.com/)
16:05:30	1410842/1410842	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20Feb%202023%2013:05:59%20GMT	https://getpropert.com/wp-content/plugins/crypto/public/js/web3.min.js?ver=6.2	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/crypto/public/js/web3.minae48.js	(from https://getpropert.com/)
16:05:31	124670/124670	---MC-	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2015:05:29%20GMT	https://getpropert.com/wp-json/wp/v2/pages/2330	C:/My%20Web%20Sites/prod/getpropert.com/wp-json/wp/v2/pages/2330.json	(from https://getpropert.com/)
16:05:31	83/83	---M--	409	error ('Conflict')	text/html	date:Fri,%2014%20Apr%202023%2015:05:31%20GMT	https://getpropert.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/prod/getpropert.com/xmlrpc0db0.php	(from https://getpropert.com/)
16:05:32	226/226	---M--	200	added ('Not%20Acceptable')	text/html	date:Fri,%2014%20Apr%202023%2015:05:32%20GMT	https://getpropert.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/prod/getpropert.com/wp-includes/wlwmanifest.html	(from https://getpropert.com/)
16:05:32	207003/207003	---MC-	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2015:05:31%20GMT	https://getpropert.com/wp-json/	C:/My%20Web%20Sites/prod/getpropert.com/wp-json/index.html	(from https://getpropert.com/)
16:05:32	2514/2514	---MC-	200	added ('OK')	application/json	date:Fri,%2014%20Apr%202023%2015:05:32%20GMT	https://getpropert.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgetpropert.com%2F	C:/My%20Web%20Sites/prod/getpropert.com/wp-json/oembed/1.0/embed88eb.json	(from https://getpropert.com/)
16:05:33	2590/2590	---MC-	200	added ('OK')	text/xml	date:Fri,%2014%20Apr%202023%2015:05:33%20GMT	https://getpropert.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgetpropert.com%2F&format=xml	C:/My%20Web%20Sites/prod/getpropert.com/wp-json/oembed/1.0/embedf8ab	(from https://getpropert.com/)
16:05:33	24012/24012	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2013:32:32%20GMT	https://getpropert.com/wp-content/uploads/2022/03/Favicon-150x150.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/03/Favicon-150x150.png	(from https://getpropert.com/)
16:05:34	60836/60836	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2013:32:32%20GMT	https://getpropert.com/wp-content/uploads/2022/03/Favicon-300x300.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/03/Favicon-300x300.png	(from https://getpropert.com/)
16:05:34	10705/10705	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2019:09:38%20GMT	https://getpropert.com/wp-content/uploads/2022/01/ProperTlogo.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/01/ProperTlogo.png	(from https://getpropert.com/)
16:05:34	26596/26596	---M--	200	added ('OK')	text/css	date:Tue,%2011%20Apr%202023%2012:20:21%20GMT	https://getpropert.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://getpropert.com/)
16:05:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:05:35%20GMT	https://getpropert.com/home	C:/My%20Web%20Sites/prod/getpropert.com/home	(from https://getpropert.com/)
16:05:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:05:35%20GMT	https://getpropert.com/home	C:/My%20Web%20Sites/prod/getpropert.com/home	(from https://getpropert.com/)
16:05:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:05:36%20GMT	https://getpropert.com/home	C:/My%20Web%20Sites/prod/getpropert.com/home	(from https://getpropert.com/)
16:05:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:05:37%20GMT	https://getpropert.com/home	C:/My%20Web%20Sites/prod/getpropert.com/home	(from https://getpropert.com/)
16:05:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:05:38%20GMT	https://getpropert.com/home	C:/My%20Web%20Sites/prod/getpropert.com/home	(from https://getpropert.com/)
16:05:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:05:39%20GMT	https://getpropert.com/home	C:/My%20Web%20Sites/prod/getpropert.com/home	(from https://getpropert.com/)
16:05:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:05:40%20GMT	https://getpropert.com/home	C:/My%20Web%20Sites/prod/getpropert.com/home	(from https://getpropert.com/)
16:05:40	122381/122381	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2015:05:39%20GMT	https://getpropert.com/blog/	C:/My%20Web%20Sites/prod/getpropert.com/blog/index.html	(from https://getpropert.com/)
16:05:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:05:40%20GMT	https://getpropert.com/home	C:/My%20Web%20Sites/prod/getpropert.com/home	(from https://getpropert.com/)
16:05:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:05:41%20GMT	https://getpropert.com/home	C:/My%20Web%20Sites/prod/getpropert.com/home	(from https://getpropert.com/)
16:05:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:05:42%20GMT	https://getpropert.com/home	C:/My%20Web%20Sites/prod/getpropert.com/home	(from https://getpropert.com/)
16:05:43	1889/1889	---M--	200	added ('OK')	image/png	etag:%2268ce26dc399ae6c885a758383b0c8ce6%22	https://no-cache.hubspot.com/cta/default/8381595/32e328fe-25c6-4ec8-8963-9a990c4e8944.png	C:/My%20Web%20Sites/prod/no-cache.hubspot.com/cta/default/8381595/32e328fe-25c6-4ec8-8963-9a990c4e8944.png	(from https://getpropert.com/)
16:05:46	144929/144929	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2015:05:42%20GMT	https://getpropert.com/airdrop/	C:/My%20Web%20Sites/prod/getpropert.com/airdrop/index.html	(from https://getpropert.com/)
16:06:05	3244/3244	---M--	200	added ('OK')	image/png	etag:%226144d51cfe68fc9afaadef9721414ddf%22	https://no-cache.hubspot.com/cta/default/8381595/683643f1-dd3b-4e6b-9ecb-eba70ed22a51.png	C:/My%20Web%20Sites/prod/no-cache.hubspot.com/cta/default/8381595/683643f1-dd3b-4e6b-9ecb-eba70ed22a51.png	(from https://getpropert.com/)
16:06:05	2868/2868	---M--	200	added ('OK')	image/png	etag:%22b1d7467dcf28492561f5195e72765d34%22	https://no-cache.hubspot.com/cta/default/8381595/9a183f1d-8f66-4ff3-ad07-935db10eef80.png	C:/My%20Web%20Sites/prod/no-cache.hubspot.com/cta/default/8381595/9a183f1d-8f66-4ff3-ad07-935db10eef80.png	(from https://getpropert.com/)
16:06:27	3555/3555	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2014:26:06%20GMT	https://getpropert.com/wp-content/uploads/2022/11/Logo_Forumpay.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/Logo_Forumpay.png	(from https://getpropert.com/)
16:06:28	11227/11227	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2014:26:06%20GMT	https://getpropert.com/wp-content/uploads/2022/11/Logo_Premium-title.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/Logo_Premium-title.png	(from https://getpropert.com/)
16:06:29	4720/4720	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2014:26:05%20GMT	https://getpropert.com/wp-content/uploads/2022/11/Logo_Ethereum.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/Logo_Ethereum.png	(from https://getpropert.com/)
16:06:29	7221/7221	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2014:26:03%20GMT	https://getpropert.com/wp-content/uploads/2022/11/Logo_Altisource.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/Logo_Altisource.png	(from https://getpropert.com/)
16:06:30	22999/22999	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Mar%202023%2015:38:35%20GMT	https://getpropert.com/wp-content/uploads/2023/03/Token-exchange.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2023/03/Token-exchange.png	(from https://getpropert.com/)
16:06:30	58182/58182	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2014:34:39%20GMT	https://getpropert.com/wp-content/uploads/2022/11/5-1.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/5-1.png	(from https://getpropert.com/)
16:06:31	7811/7811	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Mar%202023%2015:27:09%20GMT	https://getpropert.com/wp-content/uploads/2023/03/Merchant.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2023/03/Merchant.png	(from https://getpropert.com/)
16:06:32	7821/7821	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:39:32%20GMT	https://getpropert.com/wp-content/uploads/2022/11/Icon-06.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/Icon-06.png	(from https://getpropert.com/)
16:06:32	8567/8567	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:02:40%20GMT	https://getpropert.com/wp-content/uploads/2022/11/Logo_Certik-Ethereum.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/Logo_Certik-Ethereum.png	(from https://getpropert.com/)
16:06:33	19054/19054	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:03:55%20GMT	https://getpropert.com/wp-content/uploads/2022/11/Certik-illustration.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/Certik-illustration.png	(from https://getpropert.com/)
16:06:34	2791/2791	---M--	200	added ('OK')	image/png	etag:%2222a60e04ddd3596fae0b74768832cd76%22	https://no-cache.hubspot.com/cta/default/8381595/3fff6a2d-b997-4401-8f4f-068a520a7155.png	C:/My%20Web%20Sites/prod/no-cache.hubspot.com/cta/default/8381595/3fff6a2d-b997-4401-8f4f-068a520a7155.png	(from https://getpropert.com/)
16:06:35	81799/81799	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2016:56:35%20GMT	https://getpropert.com/wp-content/uploads/2023/03/ProperT-flow-825x1024.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2023/03/ProperT-flow-825x1024.png	(from https://getpropert.com/)
16:06:35	127127/127127	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:16:37%20GMT	https://getpropert.com/wp-content/uploads/2022/11/Mobile-709x1024.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/Mobile-709x1024.png	(from https://getpropert.com/)
16:06:36	28456/28456	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:43:18%20GMT	https://getpropert.com/wp-content/uploads/2022/11/Icon-04-1.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/Icon-04-1.png	(from https://getpropert.com/)
16:06:36	6478/6478	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:39:31%20GMT	https://getpropert.com/wp-content/uploads/2022/11/Icon-05.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/Icon-05.png	(from https://getpropert.com/)
16:06:36	17502/17502	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Mar%202023%2008:07:14%20GMT	https://getpropert.com/wp-content/uploads/2023/03/Airdrop-icon.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2023/03/Airdrop-icon.png	(from https://getpropert.com/)
16:06:37	3063/3063	---M--	200	added ('OK')	image/png	etag:%222866cec08a94ba795b3d15f3aef068ba%22	https://no-cache.hubspot.com/cta/default/8381595/fc9a2582-6da5-42ec-ba39-8bc11636734d.png	C:/My%20Web%20Sites/prod/no-cache.hubspot.com/cta/default/8381595/fc9a2582-6da5-42ec-ba39-8bc11636734d.png	(from https://getpropert.com/)
16:06:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Apr%202023%2015:06:37%20GMT	http://js.hsforms.net/forms/embed/v2.js	C:/My%20Web%20Sites/prod/js.hsforms.net/forms/embed/v2.4d.delayed	(from https://getpropert.com/)
16:06:38	65051/65051	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Apr%202023%2015:06:37%20GMT	https://getpropert.com/start-airdrop/	C:/My%20Web%20Sites/prod/getpropert.com/start-airdrop/index.html	(from https://getpropert.com/)
16:06:38	3747/3747	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:54:21%20GMT	https://getpropert.com/wp-content/uploads/2022/11/01.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/01.png	(from https://getpropert.com/)
16:06:38	535832/535832	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a3391172822470c791a05800f9d3d9fb%22	https://js.hsforms.net/forms/embed/v2.js	C:/My%20Web%20Sites/prod/js.hsforms.net/forms/embed/v2.js	(from https://getpropert.com/)
16:06:39	4376/4376	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:57:45%20GMT	https://getpropert.com/wp-content/uploads/2022/11/02.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/02.png	(from https://getpropert.com/)
16:06:39	4645/4645	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:57:46%20GMT	https://getpropert.com/wp-content/uploads/2022/11/03.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/03.png	(from https://getpropert.com/)
16:06:39	4151/4151	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:57:47%20GMT	https://getpropert.com/wp-content/uploads/2022/11/04.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/04.png	(from https://getpropert.com/)
16:06:40	4473/4473	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2015:57:48%20GMT	https://getpropert.com/wp-content/uploads/2022/11/05.png	C:/My%20Web%20Sites/prod/getpropert.com/wp-content/uploads/2022/11/05.png	(from https://getpropert.com/)
